"","MSSubClass","MSZoning","Alley","Neighborhood","BldgType","OverallQual","Foundation","BsmtQual","BsmtFinType1","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageFinish","GarageCars","PavedDrive","SaleCondition","SalePrice"
"895",90,"RL","0","SawyerW","Duplex",5,"Slab","0","0","Gas","TA","Y","SBrkr",1535,0,1535,2,"TA",8,"0","3",2,"Y","Alloca",118858
"896",60,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","TA","Y","SBrkr",983,813,1796,1,"TA",8,"1","2",2,"Y","Normal",140000
"897",30,"RM","1","IDOTRR","1Fam",4,"BrkTil","4","1","Gas","Ex","N","SBrkr",951,0,951,1,"TA",6,"0","3",1,"Y","Abnorml",106500
"898",90,"RL","0","SawyerW","Duplex",5,"Slab","0","0","Gas","TA","Y","SBrkr",1120,1120,2240,2,"TA",12,"0","3",2,"Y","Alloca",142953
"899",20,"RL","0","NridgHt","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",2364,0,2364,2,"Ex",11,"1","1",3,"Y","Partial",611657
"900",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1236,0,1236,1,"TA",6,"1","3",1,"Y","Normal",135000
"901",20,"RL","0","NAmes","1Fam",4,"CBlock","4","1","Gas","TA","Y","SBrkr",858,0,858,1,"TA",4,"0","3",1,"Y","Normal",110000
"902",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1306,0,1306,1,"TA",5,"0","3",1,"Y","Normal",153000
"903",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",807,702,1509,2,"Gd",8,"1","1",2,"Y","Normal",180000
"904",20,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1670,0,1670,2,"Gd",7,"1","2",3,"Y","Partial",240000
"905",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","3","Gas","TA","Y","SBrkr",902,0,902,1,"TA",6,"0","3",1,"Y","Normal",125500
"906",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",1063,0,1063,1,"TA",6,"0","2",1,"Y","Normal",128000
"907",20,"RL","0","Somerst","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1636,0,1636,2,"Gd",8,"1","2",3,"Y","Normal",255000
"908",50,"RL","0","Crawfor","1Fam",7,"CBlock","3","5","Gas","Gd","Y","SBrkr",1020,1037,2057,1,"Gd",6,"1","1",1,"Y","Normal",250000
"909",20,"RL","0","Mitchel","1Fam",5,"CBlock","3","2","Gas","TA","Y","SBrkr",902,0,902,1,"TA",5,"0","3",2,"Y","Normal",131000
"910",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",742,742,1484,2,"Gd",8,"1","1",2,"Y","Normal",174000
"911",90,"RL","0","NAmes","Duplex",5,"CBlock","4","5","Gas","TA","Y","0",1105,1169,2274,2,"TA",12,"0","3",2,"Y","Normal",154300
"912",20,"RL","0","CollgCr","1Fam",5,"CBlock","3","1","Gas","TA","Y","SBrkr",1268,0,1268,1,"Gd",5,"0","3",1,"Y","Normal",143500
"913",30,"RM","0","BrkSide","1Fam",5,"BrkTil","4","5","Gas","TA","N","SBrkr",1015,0,1015,1,"TA",6,"0","3",1,"Y","Abnorml",88000
"914",90,"RH","0","Crawfor","Duplex",5,"CBlock","4","2","Gas","TA","N","0",1001,1001,2002,2,"TA",8,"0","3",3,"Y","Normal",145000
"915",160,"FV","2","Somerst","TwnhsE",6,"PConc","3","3","Gas","Ex","Y","SBrkr",612,612,1224,2,"Gd",4,"0","2",2,"Y","Partial",173733
"916",160,"RM","0","MeadowV","Twnhs",4,"CBlock","4","6","Gas","Fa","Y","SBrkr",546,546,1092,1,"TA",6,"0","3",1,"Y","Normal",75000
"917",20,"C (all)","0","IDOTRR","1Fam",2,"CBlock","4","2","Gas","TA","N","0",480,0,480,0,"TA",4,"0","3",1,"Y","Abnorml",35311
"918",20,"RL","0","Edwards","1Fam",4,"CBlock","4","1","Gas","Ex","Y","0",1229,0,1229,1,"TA",6,"0","2",1,"Y","Normal",135000
"919",60,"RL","0","SawyerW","1Fam",7,"PConc","1","2","Gas","Ex","Y","SBrkr",912,1215,2127,2,"Gd",8,"1","2",3,"Y","Normal",238000
"920",20,"RL","0","NAmes","1Fam",6,"CBlock","3","1","Gas","Ex","Y","SBrkr",1414,0,1414,1,"TA",6,"1","3",2,"Y","Normal",176500
"921",60,"RL","0","SawyerW","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",936,785,1721,2,"Gd",7,"0","2",2,"Y","Normal",201000
"922",90,"RL","0","Edwards","Duplex",5,"CBlock","4","1","Gas","Gd","Y","SBrkr",1272,928,2200,2,"TA",9,"0","0",0,"N","Normal",145900
"923",20,"RL","0","Gilbert","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",1316,0,1316,2,"Gd",6,"1","1",2,"Y","Partial",169990
"924",120,"RL","0","SawyerW","TwnhsE",6,"PConc","3","4","Gas","Ex","Y","SBrkr",1617,0,1617,2,"Gd",5,"1","2",2,"Y","Normal",193000
"925",20,"RL","0","NWAmes","1Fam",6,"CBlock","3","2","Gas","TA","Y","SBrkr",1686,0,1686,2,"TA",7,"1","3",2,"Y","Normal",207500
"926",20,"RL","0","NWAmes","1Fam",5,"PConc","3","1","Gas","TA","Y","SBrkr",1126,0,1126,2,"Ex",6,"0","2",2,"Y","Abnorml",175000
"927",60,"RL","0","NridgHt","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1234,1140,2374,2,"Ex",10,"1","1",3,"Y","Normal",285000
"928",60,"RL","0","NWAmes","1Fam",7,"CBlock","4","2","Gas","Gd","Y","SBrkr",1098,880,1978,2,"TA",9,"1","2",2,"Y","Normal",176000
"929",20,"RL","0","CollgCr","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1788,0,1788,2,"Ex",7,"1","2",2,"Y","Normal",236500
"930",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Gd","Y","SBrkr",993,1243,2236,2,"Gd",8,"1","1",2,"Y","Normal",222000
"931",20,"RL","0","Timber","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1466,0,1466,2,"Gd",7,"0","1",3,"Y","Normal",201000
"932",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",925,0,925,1,"TA",5,"0","3",1,"Y","Normal",117500
"933",20,"RL","0","Somerst","1Fam",9,"PConc","1","6","Gas","Ex","Y","SBrkr",1905,0,1905,2,"Ex",8,"1","1",3,"Y","Normal",320000
"934",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1500,0,1500,2,"Gd",6,"0","2",2,"Y","Normal",190000
"935",20,"RL","0","NAmes","1Fam",7,"CBlock","3","3","Gas","Ex","Y","SBrkr",2069,0,2069,2,"Gd",9,"1","2",2,"Y","Normal",242000
"936",30,"RL","0","BrkSide","1Fam",4,"PConc","2","6","Gas","Gd","Y","SBrkr",747,0,747,1,"TA",5,"0","3",2,"Y","Normal",79900
"937",20,"RL","0","SawyerW","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1200,0,1200,2,"Gd",5,"0","2",2,"Y","Normal",184900
"938",60,"RL","0","Somerst","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1113,858,1971,2,"Gd",8,"1","2",2,"Y","Normal",253000
"939",60,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1391,571,1962,2,"Gd",7,"0","2",3,"Y","Partial",239799
"940",70,"RL","0","ClearCr","1Fam",7,"CBlock","4","6","Gas","Ex","Y","SBrkr",1207,1196,2403,2,"TA",10,"1","3",1,"Y","Normal",244400
"941",90,"RL","0","Mitchel","Duplex",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1728,0,1728,2,"TA",8,"0","3",2,"Y","Normal",150900
"942",60,"RL","0","Gilbert","1Fam",7,"PConc","3","1","Gas","Ex","Y","SBrkr",1022,1038,2060,2,"Gd",8,"1","2",2,"Y","Normal",214000
"943",90,"RL","0","Edwards","Duplex",4,"PConc","3","3","Gas","TA","Y","SBrkr",1440,0,1440,2,"TA",8,"0","0",0,"N","Abnorml",150000
"944",90,"RL","0","Mitchel","Duplex",5,"CBlock","4","6","Gas","TA","Y","SBrkr",1632,0,1632,2,"TA",8,"0","3",2,"N","Normal",143000
"945",20,"RL","0","Timber","1Fam",6,"CBlock","4","3","Gas","Gd","Y","0",1344,0,1344,1,"Gd",7,"1","2",2,"Y","Abnorml",137500
"946",50,"RM","0","OldTown","1Fam",5,"BrkTil","4","4","Gas","TA","Y","SBrkr",1188,561,1869,1,"TA",7,"0","3",2,"Y","Normal",124900
"947",80,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",1144,0,1144,1,"TA",6,"1","2",1,"Y","Normal",143000
"948",20,"RL","0","Timber","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1629,0,1629,2,"Gd",9,"1","1",3,"Y","Normal",270000
"949",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",936,840,1776,2,"Gd",7,"1","2",2,"Y","Normal",192500
"950",20,"RL","0","NWAmes","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",1381,0,1381,1,"Gd",5,"1","2",2,"Y","Normal",197500
"951",20,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","Gd","Y","SBrkr",864,0,864,1,"Gd",5,"0","2",2,"Y","Normal",129000
"952",20,"RH","0","SawyerW","1Fam",5,"CBlock","4","2","Gas","Gd","Y","SBrkr",965,0,965,1,"TA",6,"0","3",1,"Y","Abnorml",119900
"953",85,"RL","0","CollgCr","1Fam",5,"CBlock","3","3","Gas","Gd","Y","SBrkr",768,0,768,1,"TA",5,"0","1",1,"Y","Normal",133900
"954",60,"RL","0","Mitchel","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",1168,800,1968,2,"TA",7,"1","2",2,"Y","Normal",172000
"955",90,"RL","0","Edwards","Duplex",6,"CBlock","3","3","Gas","TA","Y","SBrkr",980,0,980,2,"TA",4,"0","0",0,"Y","AdjLand",127500
"956",90,"RH","0","Crawfor","Duplex",6,"CBlock","3","5","Gas","TA","N","0",979,979,1958,2,"TA",8,"0","3",2,"Y","Normal",145000
"957",160,"RM","0","Blueste","TwnhsE",6,"CBlock","3","1","Gas","TA","Y","SBrkr",561,668,1229,1,"TA",5,"1","1",2,"Y","Normal",124000
"958",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",1057,0,1057,1,"TA",6,"0","1",2,"Y","Normal",132000
"959",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1337,0,1337,2,"Gd",6,"0","2",2,"Y","Normal",185000
"960",160,"FV","0","Somerst","Twnhs",7,"PConc","3","1","Gas","Ex","Y","SBrkr",696,720,1416,2,"Gd",6,"0","3",2,"Y","Normal",155000
"961",20,"RL","0","BrkSide","1Fam",5,"CBlock","4","2","Gas","Gd","Y","SBrkr",858,0,858,1,"TA",4,"0","0",0,"Y","Normal",116500
"962",60,"RL","0","NWAmes","1Fam",6,"CBlock","3","1","Gas","TA","Y","SBrkr",1542,1330,2872,2,"TA",11,"1","1",2,"Y","Normal",272000
"963",160,"RL","0","NPkVill","TwnhsE",6,"CBlock","3","1","Gas","TA","Y","SBrkr",804,744,1548,2,"Gd",7,"1","3",2,"Y","Normal",155000
"964",20,"RL","0","CollgCr","1Fam",9,"PConc","1","6","Gas","Ex","Y","SBrkr",1800,0,1800,2,"Ex",7,"0","1",2,"Y","Normal",239000
"965",60,"RL","0","Timber","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",824,1070,1894,2,"Gd",8,"1","1",2,"Y","Normal",214900
"966",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",783,701,1484,2,"Gd",8,"1","1",2,"Y","Partial",178900
"967",50,"RL","0","Crawfor","1Fam",5,"BrkTil","4","5","Gas","Ex","Y","SBrkr",976,332,1308,1,"TA",7,"1","3",1,"Y","Normal",160000
"968",20,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",1098,0,1098,1,"TA",6,"0","3",1,"Y","Normal",135000
"969",50,"RM","0","OldTown","1Fam",3,"BrkTil","4","6","NonGas","Fa","N","SBrkr",600,368,968,1,"TA",6,"0","0",0,"Y","Abnorml",37900
"970",190,"RL","0","NAmes","2fmCon",6,"CBlock","4","1","Gas","TA","Y","SBrkr",1095,0,1095,1,"TA",6,"0","2",1,"Y","Normal",140000
"971",50,"RL","0","NAmes","1Fam",4,"CBlock","4","6","Gas","TA","N","0",720,472,1192,1,"TA",6,"0","0",0,"Y","Abnorml",135000
"972",160,"RL","0","NridgHt","Twnhs",7,"PConc","3","3","Gas","Ex","Y","SBrkr",764,862,1626,2,"Gd",6,"0","2",2,"Y","Normal",173000
"973",120,"RL","0","SawyerW","TwnhsE",6,"CBlock","3","6","Gas","TA","Y","SBrkr",918,0,918,2,"TA",5,"1","3",1,"Y","Normal",99500
"974",20,"FV","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1428,0,1428,2,"Gd",6,"0","1",2,"Y","Partial",182000
"975",70,"RL","0","BrkSide","1Fam",7,"BrkTil","3","6","Gas","TA","N","SBrkr",1136,883,2019,1,"Gd",8,"0","3",2,"Y","Normal",167500
"976",160,"FV","0","Somerst","Twnhs",7,"PConc","3","3","Gas","Ex","Y","SBrkr",673,709,1382,2,"Gd",6,"0","3",2,"Y","Normal",165000
"977",30,"RL","0","BrkSide","1Fam",4,"PConc","3","6","Gas","TA","Y","0",869,0,869,1,"Fa",4,"0","0",0,"Y","Normal",85500
"978",120,"FV","2","Somerst","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1241,0,1241,1,"Gd",4,"0","1",2,"Y","Partial",199900
"979",20,"RL","0","Edwards","1Fam",4,"CBlock","4","4","Gas","Ex","Y","SBrkr",894,0,894,1,"TA",5,"0","3",2,"Y","Abnorml",110000
"980",20,"RL","0","Sawyer","1Fam",5,"PConc","4","5","Gas","TA","Y","SBrkr",1121,0,1121,1,"TA",5,"0","3",2,"Y","Normal",139000
"981",85,"RL","0","NAmes","1Fam",7,"CBlock","4","1","Gas","Gd","Y","SBrkr",999,0,999,1,"Ex",6,"0","2",2,"Y","Normal",178400
"982",60,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1276,1336,2612,2,"Gd",8,"1","1",3,"Y","Normal",336000
"983",20,"RL","0","Blmngtn","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1266,0,1266,2,"Gd",6,"1","1",2,"Y","Normal",159895
"984",60,"RL","0","CollgCr","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1149,1141,2290,2,"Gd",9,"1","3",2,"Y","Normal",255900
"985",90,"RL","0","Mitchel","Duplex",5,"CBlock","0","0","Gas","TA","Y","SBrkr",1302,432,1734,2,"Gd",8,"0","3",2,"Y","Normal",126000
"986",190,"RL","0","Edwards","2fmCon",5,"CBlock","4","1","Gas","TA","N","SBrkr",1164,0,1164,1,"TA",5,"0","3",1,"Y","Normal",125000
"987",50,"RM","0","OldTown","1Fam",6,"CBlock","4","6","Gas","Gd","Y","SBrkr",1001,634,1635,1,"Gd",5,"0","3",1,"Y","Normal",117000
"988",20,"RL","0","NridgHt","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1940,0,1940,2,"Ex",8,"1","1",3,"Y","Partial",395192
"989",60,"RL","0","NWAmes","1Fam",6,"CBlock","4","4","Gas","TA","Y","SBrkr",1118,912,2030,2,"Gd",8,"1","1",2,"Y","Normal",195000
"990",60,"FV","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",778,798,1576,2,"Gd",6,"0","2",2,"Y","Partial",197000
"991",60,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1407,985,2392,2,"Gd",7,"1","1",3,"Y","Normal",348000
"992",70,"RM","1","OldTown","1Fam",8,"BrkTil","4","2","Gas","Gd","Y","SBrkr",916,826,1742,1,"Gd",8,"1","3",2,"N","Normal",168000
"993",60,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","Gd","Y","SBrkr",1020,831,1851,2,"Gd",7,"1","2",2,"Y","Normal",187000
"994",60,"RL","0","CollgCr","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",750,750,1500,2,"Gd",6,"0","2",2,"Y","Partial",173900
"995",20,"RL","0","NridgHt","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",1718,0,1718,2,"Ex",7,"1","1",3,"Y","Normal",337500
"996",50,"RL","0","BrkSide","1Fam",4,"CBlock","4","1","Gas","TA","Y","SBrkr",774,456,1230,1,"TA",5,"0","3",1,"Y","Abnorml",121600
"997",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",1050,0,1050,1,"TA",6,"0","3",1,"Y","Normal",136500
"998",20,"RL","0","NWAmes","1Fam",6,"CBlock","4","6","Gas","TA","Y","SBrkr",1442,0,1442,2,"TA",6,"1","2",2,"Y","Normal",185000
"999",30,"RM","0","IDOTRR","1Fam",3,"BrkTil","4","6","Gas","Fa","N","SBrkr",1077,0,1077,1,"TA",6,"1","3",1,"N","Normal",91000
"1000",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1208,0,1208,2,"Gd",6,"0","2",2,"Y","Normal",206000
"1001",20,"RL","0","Edwards","1Fam",3,"Slab","0","0","Gas","Fa","N","0",944,0,944,1,"Fa",4,"0","3",2,"Y","Normal",82000
"1002",30,"RL","0","OldTown","1Fam",5,"BrkTil","2","6","Gas","Ex","Y","0",691,0,691,1,"Ex",4,"0","3",1,"N","Abnorml",86000
"1003",20,"RL","0","Somerst","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1574,0,1574,2,"Gd",7,"1","2",3,"Y","Normal",232000
"1004",90,"RL","0","NWAmes","Duplex",5,"CBlock","4","6","Gas","Fa","Y","SBrkr",1680,0,1680,2,"TA",8,"0","3",2,"Y","Normal",136905
"1005",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1504,0,1504,2,"Gd",7,"1","1",2,"Y","Normal",181000
"1006",80,"RL","0","CollgCr","1Fam",5,"CBlock","3","3","Gas","TA","Y","SBrkr",985,0,985,2,"TA",6,"0","3",1,"Y","Normal",149900
"1007",20,"RL","0","NAmes","1Fam",6,"CBlock","3","4","Gas","Gd","Y","SBrkr",1657,0,1657,2,"TA",7,"1","3",2,"Y","Normal",163500
"1008",160,"RM","0","MeadowV","TwnhsE",4,"CBlock","4","2","Gas","TA","Y","SBrkr",546,546,1092,1,"TA",6,"0","2",1,"Y","Normal",88000
"1009",20,"RL","0","Mitchel","1Fam",7,"PConc","1","6","Gas","Ex","Y","SBrkr",1710,0,1710,2,"Gd",7,"1","1",2,"Y","Normal",240000
"1010",50,"RL","0","SWISU","1Fam",5,"BrkTil","4","6","Gas","Ex","Y","SBrkr",1008,0,1522,2,"TA",7,"0","0",0,"N","Normal",102000
"1011",50,"RL","0","Sawyer","1Fam",5,"CBlock","4","6","Gas","TA","Y","SBrkr",720,551,1271,2,"TA",7,"1","3",1,"Y","Normal",135000
"1012",90,"RL","0","Edwards","Duplex",5,"CBlock","0","0","Gas","TA","N","SBrkr",1664,0,1664,2,"TA",8,"0","0",0,"Y","Normal",100000
"1013",70,"RL","0","Crawfor","1Fam",6,"PConc","4","6","Gas","TA","Y","SBrkr",900,602,1502,1,"Gd",7,"1","3",1,"Y","Normal",165000
"1014",30,"RM","0","OldTown","1Fam",5,"BrkTil","4","1","Gas","TA","N","SBrkr",1022,0,1022,1,"TA",4,"0","3",1,"Y","Normal",85000
"1015",20,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","TA","Y","SBrkr",1082,0,1082,1,"TA",5,"1","3",1,"Y","Normal",119200
"1016",60,"RL","0","NWAmes","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",810,855,1665,2,"Gd",6,"0","1",2,"Y","Normal",227000
"1017",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1504,0,1504,2,"Gd",6,"1","1",2,"Y","Normal",203000
"1018",120,"RL","0","StoneBr","TwnhsE",8,"CBlock","3","3","Gas","Gd","Y","SBrkr",1360,0,1360,1,"Gd",4,"1","2",2,"Y","Abnorml",187500
"1019",80,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Gd","Y","SBrkr",802,670,1472,2,"Gd",7,"1","2",2,"Y","Normal",160000
"1020",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1506,0,1506,2,"Gd",6,"1","1",2,"Y","Normal",213490
"1021",20,"RL","0","Edwards","1Fam",4,"PConc","3","3","Gas","Ex","Y","SBrkr",1132,0,1132,1,"Gd",5,"0","1",2,"Y","Normal",176000
"1022",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1220,0,1220,2,"Gd",6,"0","2",2,"Y","Partial",194000
"1023",50,"RM","0","OldTown","1Fam",5,"CBlock","4","4","Gas","Gd","Y","0",912,336,1248,1,"TA",6,"0","3",1,"Y","Normal",87000
"1024",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1504,0,1504,2,"Gd",7,"1","1",2,"Y","Normal",191000
"1025",20,"RL","0","Timber","1Fam",8,"CBlock","3","1","Gas","TA","Y","SBrkr",2898,0,2898,2,"Gd",10,"1","1",2,"Y","Abnorml",287000
"1026",20,"RL","0","CollgCr","1Fam",5,"CBlock","4","4","Gas","TA","Y","SBrkr",882,0,882,1,"TA",5,"0","3",2,"Y","Normal",112500
"1027",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",1264,0,1264,1,"TA",6,"1","3",2,"Y","Normal",167500
"1028",20,"RL","0","Timber","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1646,0,1646,2,"Gd",7,"1","2",3,"Y","Partial",293077
"1029",50,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",968,408,1376,1,"TA",6,"1","3",1,"Y","Normal",105000
"1030",160,"RM","0","BrDale","Twnhs",6,"CBlock","4","2","Gas","Gd","Y","SBrkr",672,546,1218,1,"TA",7,"0","3",1,"Y","Normal",118000
"1031",190,"RH","0","SWISU","2fmCon",5,"PConc","4","6","Gas","Gd","Y","SBrkr",948,980,1928,2,"TA",10,"0","0",0,"N","Normal",160000
"1032",75,"RL","0","SWISU","1Fam",7,"BrkTil","4","3","Gas","Ex","Y","SBrkr",1687,998,3082,2,"TA",12,"1","1",2,"Y","Normal",197000
"1033",60,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1352,1168,2520,2,"Gd",10,"1","2",3,"Y","Abnorml",310000
"1034",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1654,0,1654,2,"Gd",6,"0","3",3,"Y","Normal",230000
"1035",30,"RL","0","Crawfor","1Fam",5,"PConc","2","6","Gas","Ex","Y","SBrkr",954,0,954,1,"Fa",5,"1","3",1,"Y","Normal",119750
"1036",20,"RL","0","Edwards","1Fam",4,"Slab","0","0","Gas","Ex","N","SBrkr",845,0,845,1,"TA",5,"0","3",1,"N","Normal",84000
"1037",20,"RL","0","Timber","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1620,0,1620,2,"Ex",6,"1","1",3,"Y","Normal",315500
"1038",60,"RL","0","CollgCr","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1055,1208,2263,2,"Gd",7,"1","1",2,"Y","Normal",287000
"1039",160,"RM","0","MeadowV","Twnhs",4,"CBlock","4","6","Gas","TA","Y","SBrkr",798,546,1344,1,"TA",6,"1","0",0,"Y","Normal",97000
"1040",180,"RM","0","MeadowV","TwnhsE",4,"CBlock","3","3","Gas","TA","Y","SBrkr",630,0,630,1,"TA",3,"0","3",1,"Y","Normal",80000
"1041",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","5","Gas","Ex","Y","SBrkr",1803,0,1803,2,"TA",8,"1","2",2,"Y","Normal",155000
"1042",60,"RL","0","NWAmes","1Fam",6,"CBlock","4","3","Gas","Gd","Y","SBrkr",800,832,1632,1,"Gd",7,"0","3",2,"Y","Normal",173000
"1043",120,"RL","0","NridgHt","Twnhs",6,"PConc","3","1","Gas","Ex","Y","SBrkr",1306,0,1306,2,"Gd",5,"1","2",2,"Y","Normal",196000
"1044",60,"RL","0","SawyerW","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1532,797,2329,2,"Gd",10,"1","3",2,"Y","Normal",262280
"1045",20,"RL","0","NWAmes","1Fam",8,"PConc","3","1","Gas","TA","Y","SBrkr",2524,0,2524,2,"Gd",9,"1","1",2,"Y","Normal",278000
"1046",20,"RL","0","Edwards","1Fam",3,"Slab","0","0","Gas","Ex","Y","0",1733,0,1733,2,"TA",8,"1","3",2,"Y","Normal",139600
"1047",60,"RL","0","StoneBr","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1992,876,2868,3,"Ex",11,"1","1",3,"Y","Partial",556581
"1048",20,"RL","0","CollgCr","1Fam",5,"PConc","3","3","Gas","Ex","Y","SBrkr",990,0,990,1,"TA",5,"0","3",2,"Y","Normal",145000
"1049",20,"RL","0","Mitchel","1Fam",5,"Slab","0","0","Gas","TA","Y","SBrkr",1771,0,1771,1,"TA",9,"1","3",2,"Y","Normal",115000
"1050",20,"RL","0","Edwards","1Fam",4,"CBlock","0","0","Gas","Ex","Y","SBrkr",930,0,930,1,"Gd",6,"0","3",1,"Y","Abnorml",84900
"1051",20,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1302,0,1302,2,"Gd",6,"0","1",2,"Y","Partial",176485
"1052",20,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1316,0,1316,2,"Gd",6,"1","1",2,"Y","Partial",200141
"1053",60,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1127,850,1977,1,"TA",9,"1","2",2,"Y","Normal",165000
"1054",20,"RL","0","Edwards","1Fam",5,"CBlock","4","5","Gas","Ex","Y","0",1526,0,1526,1,"TA",7,"1","3",1,"Y","Normal",144500
"1055",60,"RL","0","CollgCr","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1091,898,1989,2,"Gd",7,"1","1",2,"Y","Normal",255000
"1056",20,"RL","0","NWAmes","1Fam",6,"CBlock","3","1","Gas","TA","Y","SBrkr",1523,0,1523,2,"TA",7,"1","1",2,"Y","Abnorml",180000
"1057",120,"RL","0","NridgHt","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1364,0,1364,2,"Gd",6,"1","2",2,"Y","Normal",185850
"1058",60,"RL","0","NoRidge","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",979,871,1850,2,"Gd",7,"1","1",2,"Y","Normal",248000
